InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
569691,21181,PLEASE ONE PERSON METAL SIGN,12,2011-10-05 15:09:00,2.1,18223.0,United Kingdom,25.200000000000003
560872,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-07-21 14:41:00,3.95,14745.0,United Kingdom,15.8
575481,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,4,2011-11-09 16:28:00,1.25,15679.0,United Kingdom,5.0
537137,22494,EMERGENCY FIRST AID TIN ,6,2010-12-05 12:43:00,1.25,16327.0,United Kingdom,7.5
554278,22405,MONEY BOX POCKET MONEY DESIGN,1,2011-05-23 13:25:00,1.25,13831.0,United Kingdom,1.25
573415,22442,GROW YOUR OWN FLOWERS SET OF 3,2,2011-10-30 16:17:00,7.95,13607.0,United Kingdom,15.9
577827,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-11-22 09:53:00,2.95,16782.0,United Kingdom,35.400000000000006
564737,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-08-28 14:00:00,0.85,15312.0,United Kingdom,10.2
578547,23378,PACK OF 12 50'S CHRISTMAS TISSUES,120,2011-11-24 15:02:00,0.39,12720.0,Germany,46.8
542667,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2011-01-31 12:16:00,0.55,17068.0,United Kingdom,3.3000000000000003
562202,23164,REGENCY CAKE SLICE,8,2011-08-03 12:33:00,4.95,15290.0,United Kingdom,39.6
537065,22728,ALARM CLOCK BAKELIKE PINK,4,2010-12-05 11:57:00,3.75,12567.0,France,15.0
557274,23203,JUMBO BAG DOILEY PATTERNS,10,2011-06-19 11:44:00,2.08,14004.0,United Kingdom,20.8
541215,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2011-01-14 13:42:00,1.45,14329.0,United Kingdom,17.4
549745,20728,LUNCH BAG CARS BLUE,10,2011-04-12 10:33:00,1.65,13577.0,United Kingdom,16.5
550157,23206,LUNCH BAG APPLE DESIGN,6,2011-04-14 15:26:00,1.65,16393.0,United Kingdom,9.9
556732,21313,GLASS HEART T-LIGHT HOLDER ,1,2011-06-14 11:47:00,0.85,15039.0,United Kingdom,0.85
574247,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,2011-11-03 12:56:00,4.25,13168.0,United Kingdom,17.0
569897,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-10-06 16:01:00,2.1,17813.0,United Kingdom,2.1
558442,84558A,3D DOG PICTURE PLAYING CARDS,1,2011-06-29 13:10:00,2.95,15537.0,United Kingdom,2.95
575059,23543,WALL ART KEEP CALM ,1,2011-11-08 12:25:00,8.25,14071.0,United Kingdom,8.25
573808,23372,SET 36 COLOUR PENCILS DOLLY GIRL,1,2011-11-01 11:29:00,1.25,14419.0,United Kingdom,1.25
575512,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-11-10 10:36:00,1.65,14121.0,United Kingdom,19.8
546982,22971,QUEENS GUARD COFFEE MUG,2,2011-03-18 12:26:00,2.55,15483.0,United Kingdom,5.1
581134,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,5,2011-12-07 13:12:00,0.79,16368.0,United Kingdom,3.95
551507,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-28 18:11:00,1.25,18272.0,United Kingdom,15.0
556048,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,2011-06-08 13:00:00,12.75,15609.0,United Kingdom,12.75
549874,84596J,MIXED NUTS LIGHT GREEN BOWL,16,2011-04-12 15:23:00,0.42,16919.0,United Kingdom,6.72
572302,23100,SILVER BELLS TABLE DECORATION,1,2011-10-23 14:47:00,1.25,15427.0,United Kingdom,1.25
550914,47591D,PINK FAIRY CAKE CHILDRENS APRON,50,2011-04-21 13:29:00,1.65,17061.0,United Kingdom,82.5
549257,20716,PARTY FOOD SHOPPER BAG,1,2011-04-07 12:29:00,1.25,14465.0,United Kingdom,1.25
576779,22142,CHRISTMAS CRAFT WHITE FAIRY ,2,2011-11-16 13:25:00,1.45,14554.0,United Kingdom,2.9
540514,22624,IVORY KITCHEN SCALES,1,2011-01-09 11:43:00,8.5,15708.0,United Kingdom,8.5
542914,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-02-01 16:03:00,1.95,16161.0,United Kingdom,1.95
557136,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,2011-06-17 09:23:00,0.29,14911.0,EIRE,6.959999999999999
579560,23322,LARGE WHITE HEART OF WICKER,3,2011-11-30 11:31:00,2.95,15039.0,United Kingdom,8.850000000000001
569461,22633,HAND WARMER UNION JACK,12,2011-10-04 11:36:00,2.1,16556.0,United Kingdom,25.200000000000003
546252,22766,PHOTO FRAME CORNICE,8,2011-03-10 14:42:00,2.95,14930.0,Channel Islands,23.6
537362,17003,BROCADE RING PURSE ,144,2010-12-06 12:34:00,0.21,17596.0,United Kingdom,30.24
549044,22384,LUNCH BAG PINK POLKADOT,10,2011-04-06 09:11:00,1.65,16161.0,United Kingdom,16.5
545066,22229,BUNNY WOODEN PAINTED WITH FLOWER ,2,2011-02-27 14:44:00,0.85,13610.0,United Kingdom,1.7
574956,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-11-08 09:54:00,0.39,16732.0,United Kingdom,9.36
562809,23332,IVORY WICKER HEART LARGE,1,2011-08-09 15:12:00,1.65,16775.0,United Kingdom,1.65
538533,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3,2010-12-13 10:31:00,1.25,14796.0,United Kingdom,3.75
554261,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2011-05-23 12:32:00,8.5,16033.0,United Kingdom,8.5
579666,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2011-11-30 12:31:00,0.83,14893.0,United Kingdom,9.96
567905,22962,JAM JAR WITH PINK LID,12,2011-09-22 16:37:00,0.85,12952.0,United Kingdom,10.2
539043,22419,LIPSTICK PEN RED,24,2010-12-15 15:45:00,0.42,12928.0,United Kingdom,10.08
567610,23242,TREASURE TIN BUFFALO BILL ,48,2011-09-21 11:30:00,1.85,17511.0,United Kingdom,88.80000000000001
557803,23034,DRAWER KNOB CERAMIC BLACK,48,2011-06-23 10:20:00,1.45,12704.0,Finland,69.6
551278,23254,CHILDRENS CUTLERY DOLLY GIRL ,8,2011-04-27 13:13:00,4.15,12483.0,Sweden,33.2
574866,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-11-07 12:34:00,0.85,12748.0,United Kingdom,0.85
556927,21790,VINTAGE SNAP CARDS,72,2011-06-15 14:47:00,0.72,14156.0,EIRE,51.84
581585,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-12-09 12:31:00,0.42,15804.0,United Kingdom,10.5
576593,23502,PLAYING CARDS VINTAGE DOILY ,1,2011-11-15 14:48:00,1.25,15720.0,United Kingdom,1.25
553553,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-05-17 16:32:00,2.08,16156.0,United Kingdom,24.96
550144,20727,LUNCH BAG  BLACK SKULL.,2,2011-04-14 14:14:00,1.65,16520.0,United Kingdom,3.3
563061,22509,SEWING BOX RETROSPOT DESIGN ,2,2011-08-11 15:25:00,16.95,13588.0,United Kingdom,33.9
572528,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,2011-10-24 15:43:00,3.75,13176.0,United Kingdom,3.75
545344,21135,VICTORIAN  METAL POSTCARD SPRING,8,2011-03-02 09:24:00,1.69,16678.0,United Kingdom,13.52
546315,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-03-11 08:31:00,0.85,16558.0,United Kingdom,10.2
543107,22860,EASTER TIN CHICKS PINK DAISY,6,2011-02-03 12:27:00,1.65,13800.0,United Kingdom,9.9
544301,21067,VINTAGE RED TEATIME MUG,2,2011-02-17 12:59:00,1.25,14606.0,United Kingdom,2.5
581456,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-12-08 18:42:00,0.95,17530.0,United Kingdom,0.95
554860,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-05-27 10:20:00,7.95,15249.0,United Kingdom,15.9
569229,85061W,WHITE JEWELLED HEART DECORATION,3,2011-10-02 14:56:00,0.85,14502.0,United Kingdom,2.55
553390,21918,SET 12 KIDS COLOUR  CHALK STICKS,2,2011-05-16 16:41:00,0.42,17841.0,United Kingdom,0.84
565447,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-09-04 15:20:00,4.95,14107.0,United Kingdom,14.85
557884,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-06-23 13:35:00,1.25,17759.0,United Kingdom,15.0
573343,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,5,2011-10-30 11:59:00,0.29,13566.0,United Kingdom,1.45
537859,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2,2010-12-08 16:11:00,145.0,14030.0,United Kingdom,290.0
562370,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-08-04 14:20:00,1.65,12626.0,Germany,19.8
560207,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-07-15 13:57:00,1.65,15301.0,United Kingdom,16.5
542237,22422,TOOTHPASTE TUBE PEN,12,2011-01-26 14:30:00,0.65,12347.0,Iceland,7.800000000000001
543565,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-02-10 10:40:00,2.95,14431.0,United Kingdom,17.700000000000003
552869,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-05-12 08:41:00,0.65,15106.0,United Kingdom,10.4
558709,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-07-01 13:02:00,1.25,17338.0,United Kingdom,7.5
554325,23206,LUNCH BAG APPLE DESIGN,30,2011-05-23 15:38:00,1.65,12621.0,Germany,49.5
573386,22865,HAND WARMER OWL DESIGN,12,2011-10-30 14:27:00,2.1,17183.0,United Kingdom,25.200000000000003
564724,20978,36 PENCILS TUBE SKULLS,2,2011-08-28 12:16:00,1.25,15555.0,United Kingdom,2.5
548258,22974,CHILDRENS DOLLY GIRL MUG,12,2011-03-30 11:04:00,1.65,14146.0,United Kingdom,19.8
575631,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,1,2011-11-10 13:41:00,2.55,15184.0,United Kingdom,2.55
570482,21981,PACK OF 12 WOODLAND TISSUES ,1,2011-10-10 17:00:00,0.39,17459.0,United Kingdom,0.39
572734,22065,CHRISTMAS PUDDING TRINKET POT ,240,2011-10-25 15:34:00,0.39,13694.0,United Kingdom,93.6
537464,20685,DOORMAT RED RETROSPOT,2,2010-12-07 10:14:00,7.95,14907.0,United Kingdom,15.9
568141,22691,DOORMAT WELCOME SUNRISE,1,2011-09-25 11:21:00,8.25,16326.0,United Kingdom,8.25
554995,23067,HANGING ENGRAVED METAL HEART,4,2011-05-29 14:23:00,4.15,18109.0,United Kingdom,16.6
575117,22921,HERB MARKER CHIVES ,1,2011-11-08 14:22:00,0.65,12748.0,United Kingdom,0.65
540644,21249,WOODLAND  HEIGHT CHART STICKERS ,12,2011-01-10 14:16:00,2.95,16303.0,United Kingdom,35.400000000000006
580137,23454,THREE MINI HANGING FRAMES,1,2011-12-01 19:54:00,4.15,17566.0,United Kingdom,4.15
547860,22934,BAKING MOULD EASTER EGG WHITE CHOC,2,2011-03-27 12:21:00,2.95,17625.0,United Kingdom,5.9
574936,22488,NATURAL SLATE RECTANGLE CHALKBOARD,3,2011-11-07 17:06:00,1.65,13066.0,United Kingdom,4.949999999999999
555628,79321,CHILLI LIGHTS,4,2011-06-06 11:59:00,5.75,15260.0,United Kingdom,23.0
553552,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-05-17 16:23:00,1.65,17702.0,United Kingdom,16.5
551524,22343,PARTY PIZZA DISH RED RETROSPOT,12,2011-05-01 12:35:00,0.85,16401.0,United Kingdom,10.2
551277,21867,PINK UNION JACK  LUGGAGE TAG,3,2011-04-27 13:06:00,1.25,13637.0,United Kingdom,3.75
558039,23037,CANDLE HOLDER SILVER MADELINE,12,2011-06-24 12:44:00,1.65,18219.0,United Kingdom,19.8
579472,23320,GIANT 50'S CHRISTMAS CRACKER,1,2011-11-29 15:09:00,2.89,13521.0,United Kingdom,2.89
573551,22801,ANTIQUE GLASS PEDESTAL BOWL,3,2011-10-31 13:35:00,3.75,15044.0,United Kingdom,11.25
559401,21238,RED RETROSPOT CUP,3,2011-07-08 10:49:00,0.85,15039.0,United Kingdom,2.55
564727,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-08-28 12:31:00,0.29,16686.0,United Kingdom,13.919999999999998
553140,21042,RED RETROSPOT APRON ,2,2011-05-13 12:53:00,5.95,15373.0,United Kingdom,11.9
574660,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,10,2011-11-06 11:55:00,0.65,15407.0,United Kingdom,6.5
570427,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-10-10 13:56:00,1.65,17462.0,United Kingdom,16.5
541172,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-14 11:47:00,1.69,13854.0,United Kingdom,13.52
574829,21586,KINGS CHOICE GIANT TUBE MATCHES,192,2011-11-07 11:16:00,2.1,17389.0,United Kingdom,403.2000000000001
546502,79321,CHILLI LIGHTS,1,2011-03-14 11:46:00,5.75,16005.0,United Kingdom,5.75
568668,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-09-28 13:00:00,4.25,15750.0,United Kingdom,8.5
581516,21620,SET OF 4 ROSE BOTANICAL CANDLES,12,2011-12-09 11:26:00,1.25,14422.0,United Kingdom,15.0
548648,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-04-01 13:20:00,8.95,12949.0,United Kingdom,17.9
545980,22673,FRENCH GARDEN SIGN BLUE METAL,1,2011-03-08 12:49:00,1.25,14730.0,United Kingdom,1.25
540268,21385,IVORY HANGING DECORATION  HEART,24,2011-01-06 11:25:00,0.85,13458.0,United Kingdom,20.4
551152,84946,ANTIQUE SILVER T-LIGHT GLASS,2,2011-04-26 14:47:00,1.25,13230.0,United Kingdom,2.5
550516,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,9,2011-04-18 17:32:00,9.95,14502.0,United Kingdom,89.55
581237,82582,AREA PATROLLED METAL SIGN,2,2011-12-08 10:40:00,2.1,15443.0,United Kingdom,4.2
544480,22303,COFFEE MUG APPLES DESIGN,72,2011-02-21 10:32:00,2.1,14646.0,Netherlands,151.20000000000002
560911,22998,TRAVEL CARD WALLET KEEP CALM,7,2011-07-21 18:00:00,0.42,17961.0,United Kingdom,2.94
550774,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,2011-04-20 13:18:00,1.69,14626.0,United Kingdom,20.28
556781,22846,BREAD BIN DINER STYLE RED ,1,2011-06-14 12:47:00,16.95,13384.0,United Kingdom,16.95
575943,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-11-13 11:44:00,1.65,17920.0,United Kingdom,1.65
580753,21239,PINK  POLKADOT CUP,8,2011-12-06 10:00:00,0.85,12682.0,France,6.8
552727,23193,BUFFALO BILL TREASURE BOOK BOX,8,2011-05-11 10:32:00,2.08,14920.0,United Kingdom,16.64
580055,20713,JUMBO BAG OWLS,20,2011-12-01 13:12:00,1.79,14298.0,United Kingdom,35.8
536522,21124,SET/10 BLUE POLKADOT PARTY CANDLES,2,2010-12-01 12:49:00,1.25,15012.0,United Kingdom,2.5
565580,21169,YOU'RE CONFUSING ME METAL SIGN ,24,2011-09-05 12:36:00,1.69,13851.0,United Kingdom,40.56
539196,22473,TV DINNER TRAY VINTAGE PAISLEY,3,2010-12-16 12:09:00,4.95,18055.0,United Kingdom,14.85
545916,21217,RED RETROSPOT ROUND CAKE TINS,2,2011-03-08 11:46:00,9.95,12528.0,Germany,19.9
540672,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-01-10 15:51:00,2.95,15281.0,United Kingdom,17.700000000000003
568676,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4,2011-09-28 13:43:00,4.15,18242.0,United Kingdom,16.6
563745,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2011-08-19 09:38:00,1.25,15159.0,United Kingdom,15.0
550821,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-04-21 08:54:00,2.95,12506.0,France,2.95
567293,23161,REGENCY CAKE FORK,12,2011-09-19 12:01:00,1.25,12640.0,France,15.0
545835,22624,IVORY KITCHEN SCALES,1,2011-03-07 13:17:00,8.5,17654.0,United Kingdom,8.5
549578,82600,NO SINGING METAL SIGN,12,2011-04-11 08:49:00,2.1,17340.0,United Kingdom,25.200000000000003
574683,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2011-11-06 12:50:00,1.25,16372.0,United Kingdom,1.25
556280,21164,HOME SWEET HOME METAL SIGN ,4,2011-06-09 20:03:00,2.95,14584.0,United Kingdom,11.8
547078,21181,PLEASE ONE PERSON METAL SIGN,36,2011-03-20 14:41:00,2.1,14408.0,United Kingdom,75.60000000000001
570374,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2011-10-10 12:34:00,2.95,14719.0,United Kingdom,11.8
555568,22561,WOODEN SCHOOL COLOURING SET,4,2011-06-05 15:25:00,1.65,17589.0,United Kingdom,6.6
572853,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,2011-10-26 12:28:00,1.25,17712.0,United Kingdom,15.0
579472,23535,WALL ART BICYCLE SAFETY,1,2011-11-29 15:09:00,5.95,13521.0,United Kingdom,5.95
543535,90202B,WHITE ENAMEL FLOWER HAIR TIE,1,2011-02-09 13:37:00,2.95,17537.0,United Kingdom,2.95
555124,21899,"KEY FOB , GARAGE DESIGN",3,2011-05-31 15:26:00,0.65,18204.0,United Kingdom,1.95
557123,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,2011-06-16 17:56:00,1.25,15555.0,United Kingdom,15.0
568991,85049H,URBAN BLACK RIBBONS ,2,2011-09-29 16:44:00,1.25,18204.0,United Kingdom,2.5
576830,20973,12 PENCIL SMALL TUBE WOODLAND,4,2011-11-16 14:54:00,0.65,14898.0,United Kingdom,2.6
566625,23403,LETTER HOLDER HOME SWEET HOME,4,2011-09-14 09:38:00,3.75,14911.0,EIRE,15.0
575368,23219,LAUREL STAR ANTIQUE SILVER ,1,2011-11-09 15:07:00,1.25,14482.0,United Kingdom,1.25
549571,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-04-10 15:25:00,1.25,15655.0,United Kingdom,15.0
576688,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-11-16 12:16:00,4.95,16717.0,United Kingdom,14.85
565779,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-09-06 15:14:00,2.95,15804.0,United Kingdom,17.700000000000003
564315,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2011-08-24 13:07:00,1.25,14730.0,United Kingdom,1.25
563543,21238,RED RETROSPOT CUP,2,2011-08-17 12:06:00,0.85,15039.0,United Kingdom,1.7
546549,21671,RED SPOT CERAMIC DRAWER KNOB,6,2011-03-14 16:46:00,1.25,17799.0,United Kingdom,7.5
569491,22904,CALENDAR PAPER CUT DESIGN,2,2011-10-04 13:25:00,2.95,14056.0,United Kingdom,5.9
571183,22057,CERAMIC PLATE STRAWBERRY DESIGN,4,2011-10-14 11:08:00,1.49,14796.0,United Kingdom,5.96
547668,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,6,2011-03-24 13:28:00,1.25,14071.0,United Kingdom,7.5
539016,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2010-12-15 13:49:00,0.55,13418.0,United Kingdom,26.4
575179,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-11-09 08:11:00,2.95,14284.0,United Kingdom,23.6
573289,22728,ALARM CLOCK BAKELIKE PINK,8,2011-10-28 14:44:00,3.75,12705.0,Germany,30.0
557776,22919,HERB MARKER MINT,12,2011-06-22 15:07:00,0.65,14422.0,United Kingdom,7.800000000000001
567124,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-09-16 13:45:00,1.65,15240.0,United Kingdom,19.8
563253,17091J,VANILLA INCENSE IN TIN,24,2011-08-15 12:04:00,0.38,15218.0,United Kingdom,9.12
573865,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2011-11-01 12:00:00,2.1,15311.0,United Kingdom,4.2
554603,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2011-05-25 11:14:00,1.25,14593.0,United Kingdom,2.5
561702,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-07-29 10:58:00,2.95,15149.0,United Kingdom,17.700000000000003
579196,22960,JAM MAKING SET WITH JARS,9,2011-11-28 15:54:00,8.29,14096.0,United Kingdom,74.60999999999999
564849,22680,FRENCH BLUE METAL DOOR SIGN 5,10,2011-08-30 15:42:00,1.25,17675.0,United Kingdom,12.5
537653,22867,HAND WARMER BIRD DESIGN,4,2010-12-07 15:54:00,2.1,17897.0,United Kingdom,8.4
578324,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-11-23 17:32:00,4.95,17530.0,United Kingdom,4.95
560270,22419,LIPSTICK PEN RED,1,2011-07-17 14:42:00,0.42,16744.0,United Kingdom,0.42
577782,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-11-21 16:17:00,2.08,16549.0,United Kingdom,4.16
556808,22427,ENAMEL FLOWER JUG CREAM,3,2011-06-14 15:45:00,5.95,17749.0,United Kingdom,17.85
580727,22439,6 ROCKET BALLOONS ,5,2011-12-05 17:17:00,1.25,14096.0,United Kingdom,6.25
563855,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-08-19 15:29:00,0.85,14709.0,United Kingdom,8.5
565478,82583,HOT BATHS METAL SIGN,1,2011-09-05 11:18:00,2.1,15005.0,United Kingdom,2.1
553220,23201,JUMBO BAG ALPHABET,10,2011-05-16 09:57:00,2.08,13319.0,United Kingdom,20.8
557621,85231B,CINAMMON SET OF 9 T-LIGHTS,12,2011-06-21 14:00:00,0.85,12444.0,Norway,10.2
537140,22867,HAND WARMER BIRD DESIGN,1,2010-12-05 12:53:00,2.1,12748.0,United Kingdom,2.1
571683,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,2011-10-18 14:07:00,0.79,15140.0,United Kingdom,7.9
569799,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,12,2011-10-06 11:47:00,1.45,13602.0,United Kingdom,17.4
552820,22705,WRAP GREEN PEARS ,25,2011-05-11 12:53:00,0.42,16644.0,United Kingdom,10.5
577772,23504,PLAYING CARDS JUBILEE UNION JACK,24,2011-11-21 15:53:00,1.25,18139.0,United Kingdom,30.0
576098,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-11-14 10:01:00,0.65,14862.0,United Kingdom,15.6
556473,46000R,POLYESTER FILLER PAD 45x30cm,4,2011-06-12 12:00:00,1.45,17265.0,United Kingdom,5.8
557763,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-06-22 14:10:00,0.55,17669.0,United Kingdom,13.2
537765,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2010-12-08 12:08:00,5.95,14606.0,United Kingdom,5.95
572461,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-10-24 12:56:00,2.95,17344.0,United Kingdom,2.95
574893,22801,ANTIQUE GLASS PEDESTAL BOWL,1,2011-11-07 14:40:00,3.75,18036.0,United Kingdom,3.75
542780,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-02-01 09:38:00,1.95,17675.0,United Kingdom,19.5
544463,22257,FELT FARM ANIMAL SHEEP,1,2011-02-20 14:31:00,1.25,12988.0,United Kingdom,1.25
552039,20963,APPLE BATH SPONGE,20,2011-05-06 08:10:00,1.25,13081.0,United Kingdom,25.0
562960,C2,CARRIAGE,1,2011-08-11 10:22:00,50.0,14911.0,EIRE,50.0
571242,22141,CHRISTMAS CRAFT TREE TOP ANGEL,48,2011-10-14 15:04:00,1.85,17809.0,United Kingdom,88.80000000000001
556040,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-06-08 12:42:00,2.55,14622.0,United Kingdom,15.3
545681,21390,FILIGRIS HEART WITH BUTTERFLY,5,2011-03-06 11:28:00,1.25,16923.0,United Kingdom,6.25
547548,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-03-23 15:37:00,1.65,15644.0,United Kingdom,1.65
555853,22208,WOOD STAMP SET THANK YOU,1,2011-06-07 13:44:00,0.83,14375.0,United Kingdom,0.83
576593,22905,CALENDAR IN SEASON DESIGN,1,2011-11-15 14:48:00,2.95,15720.0,United Kingdom,2.95
561042,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,12,2011-07-24 12:18:00,0.85,16305.0,United Kingdom,10.2
543394,22721,SET OF 3 CAKE TINS SKETCHBOOK,96,2011-02-08 10:17:00,4.25,15797.0,United Kingdom,408.0
566734,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-09-14 14:09:00,0.95,16910.0,United Kingdom,0.95
575128,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-11-08 14:27:00,4.95,16837.0,United Kingdom,19.8
543978,22231,JIGSAW TREE WITH BIRDHOUSE,6,2011-02-14 15:37:00,1.45,12867.0,United Kingdom,8.7
576355,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,12,2011-11-14 16:28:00,8.15,13089.0,United Kingdom,97.8
543040,16010,FOLDING CAMPING SCISSOR W/KNIF & S,12,2011-02-02 17:06:00,0.12,17337.0,United Kingdom,1.44
541604,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,3,2011-01-19 17:23:00,2.95,14572.0,United Kingdom,8.850000000000001
577808,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,2011-11-22 08:28:00,3.75,13403.0,United Kingdom,15.0
566721,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-09-14 12:50:00,3.75,12921.0,United Kingdom,15.0
558877,21439,BASKET OF TOADSTOOLS,1,2011-07-04 13:50:00,1.25,17841.0,United Kingdom,1.25
540545,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2011-01-09 15:35:00,3.95,13451.0,United Kingdom,7.9
554941,22553,PLASTERS IN TIN SKULLS,4,2011-05-27 13:53:00,1.65,16016.0,United Kingdom,6.6
559660,84692,BOX OF 24 COCKTAIL PARASOLS,75,2011-07-11 13:19:00,0.42,16701.0,United Kingdom,31.5
554157,21155,RED RETROSPOT PEG BAG,1,2011-05-23 11:33:00,2.55,18283.0,United Kingdom,2.55
550272,16202E,BLACK PHOTO ALBUM ,10,2011-04-15 12:14:00,0.5,18079.0,United Kingdom,5.0
571549,23203,JUMBO BAG VINTAGE DOILY ,20,2011-10-18 08:12:00,2.08,13536.0,United Kingdom,41.6
538198,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3,2010-12-10 11:01:00,3.75,17827.0,United Kingdom,11.25
573075,16218,CARTOON  PENCIL SHARPENERS,5,2011-10-27 14:04:00,0.06,17545.0,United Kingdom,0.3
565434,79190B,RETRO PLASTIC POLKA TRAY,5,2011-09-04 13:35:00,0.42,12867.0,United Kingdom,2.1
576071,23582,VINTAGE DOILY JUMBO BAG RED ,1,2011-11-13 16:03:00,2.08,18069.0,United Kingdom,2.08
570444,22300,COFFEE MUG DOG + BALL DESIGN,2,2011-10-10 14:38:00,2.55,17284.0,United Kingdom,5.1
579124,23202,JUMBO BAG VINTAGE LEAF,10,2011-11-28 12:14:00,2.08,15721.0,United Kingdom,20.8
553194,71279,PINK GLASS CANDLEHOLDER,6,2011-05-15 13:37:00,2.95,16283.0,United Kingdom,17.700000000000003
